Id,Deck,SequenceOrder,EntryNo,WordIndex,TotalWords,English,FrontSyllabary,FrontPhonetics,TargetWordSyllabary,TargetWordPhonetics,BackSyllabary,BackPhonetics,Audio,Tags
cloze_109.1_s1_w1,Cherokee Cloze Sentences,46,109.1,1,3,This German is my friend.,<span class='cloze-blank'>______</span> ᎠᏓᏥ ᎣᎩᎾᎵᎢ.,<span class='cloze-blank'>______</span> adaji oginali’i,ᎯᎠ,hi’a,<span class='cloze-target'>ᎯᎠ</span> ᎠᏓᏥ ᎣᎩᎾᎵᎢ.,<span class='cloze-target'>hi’a</span> adaji oginali’i,[sound:Sentence_for_entry_0109.m4a],cloze sentence entry_109
cloze_26.1_s1_w2,Cherokee Cloze Sentences,47,26.1,2,5,The eighth commandment says‚ ’Thou shalt not commit adultery.’,ᏣᏁᎵᏁ <span class='cloze-blank'>______</span> ’ᏞᏍᏗ ᏣᏓᏲᏁᎸᎢ’ ᎠᏗᎭ.,chaneline <span class='cloze-blank'>______</span> hlesdi jadahyonelv’i adiha,ᏗᎧᏃᏩᏛᏍᏗ,dikanowadvsdi,ᏣᏁᎵᏁ <span class='cloze-target'>ᏗᎧᏃᏩᏛᏍᏗ</span> ’ᏞᏍᏗ ᏣᏓᏲᏁᎸᎢ’ ᎠᏗᎭ.,chaneline <span class='cloze-target'>dikanowadvsdi</span> hlesdi jadahyonelv’i adiha,[sound:Sentence_for_entry_0026.m4a],cloze sentence entry_26
cloze_981.1_s1_w1,Cherokee Cloze Sentences,48,981.1,1,7,My grandfather used to smoke a corncob pipe.,<span class='cloze-blank'>______</span> ᎤᏓ ᎪᏢᏔᏅ ᎦᏅᏃᏩ ᎪᎦᏍᏗᏍᎩ ᎨᏒᎢ ᎡᏚᏚ.,<span class='cloze-blank'>______</span> uda gohlvhtanv ganvnowa goksdisgi gesv’i edudu,ᏎᎷ,selu,<span class='cloze-target'>ᏎᎷ</span> ᎤᏓ ᎪᏢᏔᏅ ᎦᏅᏃᏩ ᎪᎦᏍᏗᏍᎩ ᎨᏒᎢ ᎡᏚᏚ.,<span class='cloze-target'>selu</span> uda gohlvhtanv ganvnowa goksdisgi gesv’i edudu,[sound:Sentence_for_entry_0981.m4a],cloze sentence entry_981
cloze_1576.1_s1_w1,Cherokee Cloze Sentences,49,1576.1,1,4,What kind of soup do you want?,<span class='cloze-blank'>______</span> ᎤᏍᏗ ᎤᎦᎹ ᏣᏚᎵᎭ?,<span class='cloze-blank'>______</span> usdi ugama jaduliha,ᎦᏙ,gado,<span class='cloze-target'>ᎦᏙ</span> ᎤᏍᏗ ᎤᎦᎹ ᏣᏚᎵᎭ?,<span class='cloze-target'>gado</span> usdi ugama jaduliha,[sound:Sentence_for_entry_1576.m4a],cloze sentence entry_1576
cloze_127.1_s1_w1,Cherokee Cloze Sentences,50,127.1,1,5,The old woman has been teaching for twenty years.,<span class='cloze-blank'>______</span> ᎾᏕᏘᏯ ᏂᏗᎬᏕᏲᎲᏍᎪᎢ. Ꮎ ᎠᎦᏴᎵᎨ~,<span class='cloze-blank'>______</span> nadetiya nidigvdehyohvsgo’i na agayvlige’i,ᏔᎵᏍᎪᎯ,talsgohi,<span class='cloze-target'>ᏔᎵᏍᎪᎯ</span> ᎾᏕᏘᏯ ᏂᏗᎬᏕᏲᎲᏍᎪᎢ. Ꮎ ᎠᎦᏴᎵᎨ~,<span class='cloze-target'>talsgohi</span> nadetiya nidigvdehyohvsgo’i na agayvlige’i,[sound:Sentence_for_entry_0127.m4a],cloze sentence entry_127
cloze_1592.1_s1_w6,Cherokee Cloze Sentences,51,1592.1,6,7,Some people think it is a bad omen to hear a hoot owlclose to a building.,ᎢᎦᏓ ᎤᏓᎴᎯ ᎠᏁᎵᏍᎪ ᎤᎫᎫ ᏱᏂᎦᏪᎠ <span class='cloze-blank'>______</span> ᎾᎥᎢ.,igada udalehi anelisgo u-guka yinigawe’a <span class='cloze-blank'>______</span> na’v’i,ᎠᏓᏁᎸ,adanelv,ᎢᎦᏓ ᎤᏓᎴᎯ ᎠᏁᎵᏍᎪ ᎤᎫᎫ ᏱᏂᎦᏪᎠ <span class='cloze-target'>ᎠᏓᏁᎸ</span> ᎾᎥᎢ.,igada udalehi anelisgo u-guka yinigawe’a <span class='cloze-target'>adanelv</span> na’v’i,[sound:Sentence_for_entry_1592.m4a],cloze sentence entry_1592
cloze_366.1_s1_w1,Cherokee Cloze Sentences,52,366.1,1,5,This boy and girl want to go together.,<span class='cloze-blank'>______</span> ᎠᎨᏳᏣ ᎠᏧᏣᏃ ᎤᎾᎵᎪᏗ ᎤᎾᏚᎵᎭ.,<span class='cloze-blank'>______</span> agehyuja achujahno unalikdi unaduliha,ᎯᎠ,hi’a,<span class='cloze-target'>ᎯᎠ</span> ᎠᎨᏳᏣ ᎠᏧᏣᏃ ᎤᎾᎵᎪᏗ ᎤᎾᏚᎵᎭ.,<span class='cloze-target'>hi’a</span> agehyuja achujahno unalikdi unaduliha,[sound:Sentence_for_entry_0366.m4a],cloze sentence entry_366
cloze_461.1_s1_w3,Cherokee Cloze Sentences,53,461.1,3,7,When Cherokees cook wild onions‚ they mix them with eggs.,ᏒᎩ ᎢᎾᎨ <span class='cloze-blank'>______</span> ᏳᏅᏂᏍᏔᎾ ᎠᏂᏣᎳᎩ‚ ᏧᏪᏥ ᏓᎾᏑᏴᏍᎪᎢ.,svgi inage <span class='cloze-blank'>______</span> yunvhnistana anijalagi juweji danasuyvsgo’i,ᎡᎯ,ehi,ᏒᎩ ᎢᎾᎨ <span class='cloze-target'>ᎡᎯ</span> ᏳᏅᏂᏍᏔᎾ ᎠᏂᏣᎳᎩ‚ ᏧᏪᏥ ᏓᎾᏑᏴᏍᎪᎢ.,svgi inage <span class='cloze-target'>ehi</span> yunvhnistana anijalagi juweji danasuyvsgo’i,[sound:Sentence_for_entry_0461.m4a],cloze sentence entry_461
cloze_1107.1_s1_w3,Cherokee Cloze Sentences,54,1107.1,3,3,What are you frying?,ᎦᏙ ᎤᏍᏗ <span class='cloze-blank'>______</span>?,gado usdi <span class='cloze-blank'>______</span>,ᎲᏣᏢᏍᎦ,hvjahlvsga,ᎦᏙ ᎤᏍᏗ <span class='cloze-target'>ᎲᏣᏢᏍᎦ</span>?,gado usdi <span class='cloze-target'>hvjahlvsga</span>,[sound:Sentence_for_entry_1107.m4a],cloze sentence entry_1107
cloze_1423.1_s1_w1,Cherokee Cloze Sentences,55,1423.1,1,4,I hooked a snapping turtle while I was fishing at the pond.,<span class='cloze-blank'>______</span> ᏥᏰᏒ ᎥᏓᎵ ᎦᏑᎲᏍᎬᎢ.,<span class='cloze-blank'>______</span> jiyesv vdali gasuhvsgv’i,ᏌᎵᎫᎩ,saligugi,<span class='cloze-target'>ᏌᎵᎫᎩ</span> ᏥᏰᏒ ᎥᏓᎵ ᎦᏑᎲᏍᎬᎢ.,<span class='cloze-target'>saligugi</span> jiyesv vdali gasuhvsgv’i,[sound:Sentence_for_entry_1423.m4a],cloze sentence entry_1423
cloze_990.1_s2_w3,Cherokee Cloze Sentences,56,990.1,3,5,The old car left a trail of smoke as it took off.,ᏧᎦᏒᏍᏗ ᎤᏩᏌᏁᎾᏛᏅ <span class='cloze-blank'>______</span> ᏓᏆᎴᎳ ᎤᏓᎾᏫᏍᏔᎾ.,juksvsdi uwasanendvnv <span class='cloze-blank'>______</span> dagwalela udanawstana,ᎤᏪᏘ,uweti,ᏧᎦᏒᏍᏗ ᎤᏩᏌᏁᎾᏛᏅ <span class='cloze-target'>ᎤᏪᏘ</span> ᏓᏆᎴᎳ ᎤᏓᎾᏫᏍᏔᎾ.,juksvsdi uwasanendvnv <span class='cloze-target'>uweti</span> dagwalela udanawstana,[sound:Sentence_for_entry_0990_02.m4a],cloze sentence entry_990
cloze_1510.1_s2_w3,Cherokee Cloze Sentences,57,1510.1,3,3,I see many white men.,ᏥᏈᏍᏗ ᎠᏂᏲᏁᎦ <span class='cloze-blank'>______</span>.,tsgwisdi aniyonega <span class='cloze-blank'>______</span>,ᎦᏥᎪᏩᏘᎭ,gajigowahtiha,ᏥᏈᏍᏗ ᎠᏂᏲᏁᎦ <span class='cloze-target'>ᎦᏥᎪᏩᏘᎭ</span>.,tsgwisdi aniyonega <span class='cloze-target'>gajigowahtiha</span>,[sound:Sentence_for_entry_1510_02.m4a],cloze sentence entry_1510
cloze_660.1_s1_w4,Cherokee Cloze Sentences,58,660.1,4,5,Some men are working in the cemetery mowing grass.,ᏗᏓᏂᏐᏗ ᏚᏂᎸᏫᏍᏓᏁ ᎠᏂᏍᎦᏯ <span class='cloze-blank'>______</span> ᎠᏂᎦᎵᏍᎦ.,didanisohdi dunilvhwisdane anisgay <span class='cloze-blank'>______</span> anigalsga,ᎦᏄᎸ,ganula,ᏗᏓᏂᏐᏗ ᏚᏂᎸᏫᏍᏓᏁ ᎠᏂᏍᎦᏯ <span class='cloze-target'>ᎦᏄᎸ</span> ᎠᏂᎦᎵᏍᎦ.,didanisohdi dunilvhwisdane anisgay <span class='cloze-target'>ganula</span> anigalsga,[sound:Sentence_for_entry_0660.m4a],cloze sentence entry_660
cloze_1653.1_s1_w1,Cherokee Cloze Sentences,59,1653.1,1,2,His writing is confusing.,<span class='cloze-blank'>______</span> ᏚᏬᏪᎳ.,<span class='cloze-blank'>______</span> duwohwela,ᎤᏦᏍᏗ,ujosdi,<span class='cloze-target'>ᎤᏦᏍᏗ</span> ᏚᏬᏪᎳ.,<span class='cloze-target'>ujosdi</span> duwohwela,[sound:Sentence_for_entry_1653.m4a],cloze sentence entry_1653
cloze_542.1_s1_w2,Cherokee Cloze Sentences,60,542.1,2,4,Have you heard a white person speak Cherokee?,ᏣᏛᎦᏅᎢᏍ <span class='cloze-blank'>______</span> ᏣᎳᎩ ᎦᏬᏂᏍᎬ?,jahtvganvs <span class='cloze-blank'>______</span> jalagi gawonisgv,ᎠᏲᏁᎦ,ayonega,ᏣᏛᎦᏅᎢᏍ <span class='cloze-target'>ᎠᏲᏁᎦ</span> ᏣᎳᎩ ᎦᏬᏂᏍᎬ?,jahtvganvs <span class='cloze-target'>ayonega</span> jalagi gawonisgv,[sound:Sentence_for_entry_0542.m4a],cloze sentence entry_542
cloze_1023.2_s2_w2,Cherokee Cloze Sentences,61,1023.2,2,4,When their team won‚ the ballplayers yelled.,ᎤᎾᎵᎪᏒ <span class='cloze-blank'>______</span> ᎤᏁᏡᏅ ᎠᎾᎳᏍᎦᎵᏍᎩ.,unaligosv <span class='cloze-blank'>______</span> unehluhnv analasgalisgi,ᎤᎾᏓᏠᏌ‚,unadahlosa,ᎤᎾᎵᎪᏒ <span class='cloze-target'>ᎤᎾᏓᏠᏌ‚</span> ᎤᏁᏡᏅ ᎠᎾᎳᏍᎦᎵᏍᎩ.,unaligosv <span class='cloze-target'>unadahlosa</span> unehluhnv analasgalisgi,[sound:Sentence_for_entry_1023_02.m4a],cloze sentence entry_1023
cloze_485.1_s1_w4,Cherokee Cloze Sentences,62,485.1,4,4,She made a shirt for her husband to wear.,ᎠᏘᏟᏗ ᎤᏬᏢᏅ ᎠᏂᏁᎵ <span class='cloze-blank'>______</span>.,atihldi uwohlvhnv anineli <span class='cloze-blank'>______</span>,ᎤᎿᏬᏍᏗ,uhnawosdi,ᎠᏘᏟᏗ ᎤᏬᏢᏅ ᎠᏂᏁᎵ <span class='cloze-target'>ᎤᎿᏬᏍᏗ</span>.,atihldi uwohlvhnv anineli <span class='cloze-target'>uhnawosdi</span>,[sound:Sentence_for_entry_0485.m4a],cloze sentence entry_485
cloze_1136.1_s2_w3,Cherokee Cloze Sentences,63,1136.1,3,3,That’s not it.,Ꮭ ᎥᏍᎩ <span class='cloze-blank'>______</span>.,hla vsgi <span class='cloze-blank'>______</span>,ᏱᎩ,yigi,Ꮭ ᎥᏍᎩ <span class='cloze-target'>ᏱᎩ</span>.,hla vsgi <span class='cloze-target'>yigi</span>,[sound:Sentence_for_entry_1136_02.m4a],cloze sentence entry_1136
cloze_228.1_s1_w3,Cherokee Cloze Sentences,64,228.1,3,4,I’m looking for my friend. Where did he go?,ᎣᎩᎾᎵ ᏥᏲᎭ. <span class='cloze-blank'>______</span> ᏫᎦᎶᎯ?,oginali jiyoha <span class='cloze-blank'>______</span> wigalohi,ᎭᏢ,hahlv,ᎣᎩᎾᎵ ᏥᏲᎭ. <span class='cloze-target'>ᎭᏢ</span> ᏫᎦᎶᎯ?,oginali jiyoha <span class='cloze-target'>hahlv</span> wigalohi,[sound:Sentence_for_entry_0228.m4a],cloze sentence entry_228
cloze_1399.1_s1_w2,Cherokee Cloze Sentences,65,1399.1,2,4,Eagles live high atop the mountains.,ᏙᏓᎸ <span class='cloze-blank'>______</span> ᎠᏁᎰ ᎠᏬᎭᎵ.,dodalv <span class='cloze-blank'>______</span> aneho awoha’li,ᎦᎸᎳᏗ,galvla’di,ᏙᏓᎸ <span class='cloze-target'>ᎦᎸᎳᏗ</span> ᎠᏁᎰ ᎠᏬᎭᎵ.,dodalv <span class='cloze-target'>galvla’di</span> aneho awoha’li,[sound:Sentence_for_entry_1399.m4a],cloze sentence entry_1399
cloze_856.1_s1_w2,Cherokee Cloze Sentences,66,856.1,2,5,I almost brought my dog‚ but I left it behind.,ᎠᎴ <span class='cloze-blank'>______</span> ᏂᏓᏥᏯᏘᏄᎦ ᎠᏎᏅ ᏓᏥᏯᎧᎯᏯ.,ale <span class='cloze-blank'>______</span> nijiyatihnoga asehnv dajiyakahiya,ᎩᏟ,gihli,ᎠᎴ <span class='cloze-target'>ᎩᏟ</span> ᏂᏓᏥᏯᏘᏄᎦ ᎠᏎᏅ ᏓᏥᏯᎧᎯᏯ.,ale <span class='cloze-target'>gihli</span> nijiyatihnoga asehnv dajiyakahiya,[sound:Sentence_for_entry_0856.m4a],cloze sentence entry_856
cloze_1789.1_s1_w4,Cherokee Cloze Sentences,67,1789.1,4,4,He has an old heating stove.,ᎤᏪᏘ ᎣᏏ ᎠᎦᎾᏬᎯᏍᏗᎢ <span class='cloze-blank'>______</span>.,uweti osi aganawohisdi’i <span class='cloze-blank'>______</span>,ᎤᎭ,uha,ᎤᏪᏘ ᎣᏏ ᎠᎦᎾᏬᎯᏍᏗᎢ <span class='cloze-target'>ᎤᎭ</span>.,uweti osi aganawohisdi’i <span class='cloze-target'>uha</span>,[sound:Sentence_for_entry_1789.m4a],cloze sentence entry_1789
cloze_1658.1_s1_w2,Cherokee Cloze Sentences,68,1658.1,2,4,What’s sticking out of your pocket?,ᎦᏙ <span class='cloze-blank'>______</span> ᎤᎦᏌᏔ ᏣᏜᏩᏛᎢ?,gado <span class='cloze-blank'>______</span> uksata jadlawadv’i,ᎤᏍᏗ,usdi,ᎦᏙ <span class='cloze-target'>ᎤᏍᏗ</span> ᎤᎦᏌᏔ ᏣᏜᏩᏛᎢ?,gado <span class='cloze-target'>usdi</span> uksata jadlawadv’i,[sound:Sentence_for_entry_1658.m4a],cloze sentence entry_1658
cloze_64.1_s1_w4,Cherokee Cloze Sentences,69,64.1,4,4,Is it easy to learn to speak Cherokee?,ᎠᎯᏓᏍ ᎠᏕᏠᏆᏍᏗ ᏣᎳᎩ <span class='cloze-blank'>______</span>?,ahidas adehlohgwasdi jalagi <span class='cloze-blank'>______</span>,ᎦᏬᏂᎯᏍᏗ,gawonihisdi,ᎠᎯᏓᏍ ᎠᏕᏠᏆᏍᏗ ᏣᎳᎩ <span class='cloze-target'>ᎦᏬᏂᎯᏍᏗ</span>?,ahidas adehlohgwasdi jalagi <span class='cloze-target'>gawonihisdi</span>,[sound:Sentence_for_entry_0064.m4a],cloze sentence entry_64
cloze_221.1_s1_w4,Cherokee Cloze Sentences,70,221.1,4,5,He’s calling the dog with a cow horn.,ᏩᎦ ᎤᏲᎾ ᎬᏗ <span class='cloze-blank'>______</span> ᎩᏟ.,wahga uhyona gvhdi <span class='cloze-blank'>______</span> gihli,ᎠᏯᏂᎭ,ahyaniha,ᏩᎦ ᎤᏲᎾ ᎬᏗ <span class='cloze-target'>ᎠᏯᏂᎭ</span> ᎩᏟ.,wahga uhyona gvhdi <span class='cloze-target'>ahyaniha</span> gihli,[sound:Sentence_for_entry_0221_01.m4a],cloze sentence entry_221
cloze_581.1_s1_w2,Cherokee Cloze Sentences,71,581.1,2,4,The electrical wires smoked when they became hot.,ᏗᎾᎦᎵᏍᎩ <span class='cloze-blank'>______</span> ᏚᎦᏒᏍᏔᏅ ᏚᏖᏴᏌ.,dinagalisgi <span class='cloze-blank'>______</span> duksvstanv duteyvsa,ᏧᏯᏅ,juyanv,ᏗᎾᎦᎵᏍᎩ <span class='cloze-target'>ᏧᏯᏅ</span> ᏚᎦᏒᏍᏔᏅ ᏚᏖᏴᏌ.,dinagalisgi <span class='cloze-target'>juyanv</span> duksvstanv duteyvsa,[sound:Sentence_for_entry_0581.m4a],cloze sentence entry_581
cloze_356.1_s1_w1,Cherokee Cloze Sentences,72,356.1,1,2,Fill the waterbucket.,<span class='cloze-blank'>______</span> ᎯᎧᎵᏣ.,<span class='cloze-blank'>______</span> hihkalija,ᎠᎹᏢᏙᏗ,amalhdohdi,<span class='cloze-target'>ᎠᎹᏢᏙᏗ</span> ᎯᎧᎵᏣ.,<span class='cloze-target'>amalhdohdi</span> hihkalija,[sound:Sentence_for_entry_0356.m4a],cloze sentence entry_356
cloze_34.1_s1_w6,Cherokee Cloze Sentences,73,34.1,6,6,She wants to do a lot of shopping‚ but the prices are too high.,ᏥᏈᏍᏓ ᎤᏓᎾᏁᏒᎲᏍᏗ ᎤᏚᎵ ᎠᏎᏃ ᏥᏈᏍᏗ <span class='cloze-blank'>______</span>.,tsgwisda udananesvhvsdi uduli asehno tsgwisdi <span class='cloze-blank'>______</span>,ᏓᎬᏩᎵᏗᏓᎾ,dagvwalhdida’na,ᏥᏈᏍᏓ ᎤᏓᎾᏁᏒᎲᏍᏗ ᎤᏚᎵ ᎠᏎᏃ ᏥᏈᏍᏗ <span class='cloze-target'>ᏓᎬᏩᎵᏗᏓᎾ</span>.,tsgwisda udananesvhvsdi uduli asehno tsgwisdi <span class='cloze-target'>dagvwalhdida’na</span>,[sound:Sentence_for_entry_0034.m4a],cloze sentence entry_34
cloze_1790.1_s1_w3,Cherokee Cloze Sentences,74,1790.1,3,6,I couldn’t cross the river because it was too swift.,ᎠᎩᏄᎸᏅ ᏗᎩᏐᎯᏍᏗ <span class='cloze-blank'>______</span> ᏍᏓᏱ ᎦᏃᎱᎩᏍᎬ ᎢᏳᏍᏗ.,aginulvhnv digisohisdi <span class='cloze-blank'>______</span> sdayi ganohugisgv iyusdi,ᎤᏪᏴᎢ,uweyv’i,ᎠᎩᏄᎸᏅ ᏗᎩᏐᎯᏍᏗ <span class='cloze-target'>ᎤᏪᏴᎢ</span> ᏍᏓᏱ ᎦᏃᎱᎩᏍᎬ ᎢᏳᏍᏗ.,aginulvhnv digisohisdi <span class='cloze-target'>uweyv’i</span> sdayi ganohugisgv iyusdi,[sound:Sentence_for_entry_1790.m4a],cloze sentence entry_1790
cloze_379.1_s1_w2,Cherokee Cloze Sentences,75,379.1,2,4,Spring begins in the month of March.,ᎠᏅᏱ <span class='cloze-blank'>______</span> ᎠᏓᎴᏂᏍᎪ ᎪᎨᏱ.,anvhyi <span class='cloze-blank'>______</span> adalenigo gogeyi,ᎧᎸ,ka’lv,ᎠᏅᏱ <span class='cloze-target'>ᎧᎸ</span> ᎠᏓᎴᏂᏍᎪ ᎪᎨᏱ.,anvhyi <span class='cloze-target'>ka’lv</span> adalenigo gogeyi,[sound:Sentence_for_entry_0379.m4a],cloze sentence entry_379
cloze_1715.1_s1_w1,Cherokee Cloze Sentences,76,1715.1,1,5,A bell rings when it’s time for church to start.,<span class='cloze-blank'>______</span> ᎤᏃᏴᎪ ᎤᏓᎴᏅᏗ ᏱᎩ ᏓᏂᎳᏫᎬᎢ.,<span class='cloze-blank'>______</span> unohyvhgo udalenhdi yigi danilawigv’i,ᎤᎭᎸᏂ,uhalvni,<span class='cloze-target'>ᎤᎭᎸᏂ</span> ᎤᏃᏴᎪ ᎤᏓᎴᏅᏗ ᏱᎩ ᏓᏂᎳᏫᎬᎢ.,<span class='cloze-target'>uhalvni</span> unohyvhgo udalenhdi yigi danilawigv’i,[sound:Sentence_for_entry_1715_01.m4a],cloze sentence entry_1715
cloze_1590.1_s1_w2,Cherokee Cloze Sentences,77,1590.1,2,3,The old wood is decaying.,ᎠᏓ <span class='cloze-blank'>______</span> ᎤᎪᏍᎦ.,ada <span class='cloze-blank'>______</span> ugosga,ᎤᏪᏘ,uweti,ᎠᏓ <span class='cloze-target'>ᎤᏪᏘ</span> ᎤᎪᏍᎦ.,ada <span class='cloze-target'>uweti</span> ugosga,[sound:Sentence_for_entry_1590.m4a],cloze sentence entry_1590
cloze_615.1_s1_w1,Cherokee Cloze Sentences,78,615.1,1,5,He’s splitting some cook wood.,<span class='cloze-blank'>______</span> ᎠᏓᏍᏓᏴᏗ ᏧᎲᏘᏗ ᎠᏓ ᏓᏍᏡᏍᎦ.,<span class='cloze-blank'>______</span> adasdayhdi juhvtdi ada daslusga,ᎣᏏ,osi,<span class='cloze-target'>ᎣᏏ</span> ᎠᏓᏍᏓᏴᏗ ᏧᎲᏘᏗ ᎠᏓ ᏓᏍᏡᏍᎦ.,<span class='cloze-target'>osi</span> adasdayhdi juhvtdi ada daslusga,[sound:Sentence_for_entry_0615.m4a],cloze sentence entry_615
cloze_207.1_s1_w3,Cherokee Cloze Sentences,79,207.1,3,4,Where can I find some stove pipes?,ᎭᏢ ᏱᏕᏥᏴᏩᏔ <span class='cloze-blank'>______</span> ᏗᎱᏣᏬᎳᏛᏓ?,hahlv yidejiyvwahta <span class='cloze-blank'>______</span> dihujawoldvda,ᎣᏏ,osi,ᎭᏢ ᏱᏕᏥᏴᏩᏔ <span class='cloze-target'>ᎣᏏ</span> ᏗᎱᏣᏬᎳᏛᏓ?,hahlv yidejiyvwahta <span class='cloze-target'>osi</span> dihujawoldvda,[sound:Sentence_for_entry_0207.m4a],cloze sentence entry_207
cloze_1287.1_s1_w1,Cherokee Cloze Sentences,80,1287.1,1,3,Who put foreign matter in the well?,<span class='cloze-blank'>______</span> ᎤᏁᏌᏝᏁ ᎠᎹᏢᏗᎢ?,<span class='cloze-blank'>______</span> uhnesahlane amalhdi’i,ᎦᎪ,gago,<span class='cloze-target'>ᎦᎪ</span> ᎤᏁᏌᏝᏁ ᎠᎹᏢᏗᎢ?,<span class='cloze-target'>gago</span> uhnesahlane amalhdi’i,[sound:Sentence_for_entry_1287.m4a],cloze sentence entry_1287
cloze_1062.1_s1_w4,Cherokee Cloze Sentences,81,1062.1,4,5,He’s oiling the trigger so it won’t rust.,ᎤᏯᏍᏜᏗᏍᏗ ᏂᎨᏒᎾ ᎤᏰᎸᏒ <span class='cloze-blank'>______</span> ᎦᎶᏁᎠ.,uhyasdladisdi nigesvna uyelvsv <span class='cloze-blank'>______</span> galone’a,ᎪᏣᏁᏍᏗ,gojanesdi,ᎤᏯᏍᏜᏗᏍᏗ ᏂᎨᏒᎾ ᎤᏰᎸᏒ <span class='cloze-target'>ᎪᏣᏁᏍᏗ</span> ᎦᎶᏁᎠ.,uhyasdladisdi nigesvna uyelvsv <span class='cloze-target'>gojanesdi</span> galone’a,[sound:Sentence_for_entry_1062.m4a],cloze sentence entry_1062
cloze_415.1_s1_w2,Cherokee Cloze Sentences,82,415.1,2,4,An officeris going to inspect the soldiers’ uniforms.,ᎠᏍᎦᏰᎬᏍᏓ <span class='cloze-blank'>______</span> ᎠᏂᏲᏍᎩ ᏚᎾᏄᏮᎢ.,asgayegvsda <span class='cloze-blank'>______</span> aniyosgi dunahnuwv’i,ᏙᏛᎪᎵᏰᎢ,dodvgoliye’i,ᎠᏍᎦᏰᎬᏍᏓ <span class='cloze-target'>ᏙᏛᎪᎵᏰᎢ</span> ᎠᏂᏲᏍᎩ ᏚᎾᏄᏮᎢ.,asgayegvsda <span class='cloze-target'>dodvgoliye’i</span> aniyosgi dunahnuwv’i,[sound:Sentence_for_entry_0415.m4a],cloze sentence entry_415
cloze_814.1_s1_w1,Cherokee Cloze Sentences,83,814.1,1,4,She’s getting ready to bake a cake.,<span class='cloze-blank'>______</span> ᎤᎦᎾᏍᏓ ᎤᏩᏘᏗ ᎠᏛᏅᎢᏍᏗᎭ.,<span class='cloze-blank'>______</span> uganasda uwatdi advnv’isdiha,ᎦᏚ,gadu,<span class='cloze-target'>ᎦᏚ</span> ᎤᎦᎾᏍᏓ ᎤᏩᏘᏗ ᎠᏛᏅᎢᏍᏗᎭ.,<span class='cloze-target'>gadu</span> uganasda uwatdi advnv’isdiha,[sound:Sentence_for_entry_0814.m4a],cloze sentence entry_814
cloze_1329.1_s1_w4,Cherokee Cloze Sentences,84,1329.1,4,5,When she took the sheet out of the dryer‚ she shook it.,ᎦᏂᏢ ᎠᏰᏍᏛᏗ ᎤᎴᏌ <span class='cloze-blank'>______</span> ᎤᏮᏣᎬᏅᎢ.,ganihlv ayesdvdi ulesa <span class='cloze-blank'>______</span> uwhjagvnv’i,ᏗᎧᏲᏗᏍᎩᎢ,dikayohdisgi’i,ᎦᏂᏢ ᎠᏰᏍᏛᏗ ᎤᎴᏌ <span class='cloze-target'>ᏗᎧᏲᏗᏍᎩᎢ</span> ᎤᏮᏣᎬᏅᎢ.,ganihlv ayesdvdi ulesa <span class='cloze-target'>dikayohdisgi’i</span> uwhjagvnv’i,[sound:Sentence_for_entry_1329.m4a],cloze sentence entry_1329
cloze_1746.1_s1_w6,Cherokee Cloze Sentences,85,1746.1,6,6,The water pipes froze last night.,ᎠᎹ ᏧᏪᏓᏍᏗ ᏧᏒᏙᏂ ᏚᏁᏍᏓᎳᏛ ᎤᏒ <span class='cloze-blank'>______</span>.,ama juwedasdi jusvdoni dunesdala’dv usv <span class='cloze-blank'>______</span>,ᏥᎨᏒᎢ,jigesv’i,ᎠᎹ ᏧᏪᏓᏍᏗ ᏧᏒᏙᏂ ᏚᏁᏍᏓᎳᏛ ᎤᏒ <span class='cloze-target'>ᏥᎨᏒᎢ</span>.,ama juwedasdi jusvdoni dunesdala’dv usv <span class='cloze-target'>jigesv’i</span>,[sound:Sentence_for_entry_1746.m4a],cloze sentence entry_1746
cloze_1604.1_s1_w1,Cherokee Cloze Sentences,86,1604.1,1,4,He became strong by lifting weights.,<span class='cloze-blank'>______</span> ᏓᏌᎳᏗᏍᎬ ᎤᏟᏂᎩᏓ ᏄᎵᏍᏔᏅᎢ.,<span class='cloze-blank'>______</span> dasaladisgv uhlinigida nulstanv’i,ᏗᎦᎨᏓ,digageda,<span class='cloze-target'>ᏗᎦᎨᏓ</span> ᏓᏌᎳᏗᏍᎬ ᎤᏟᏂᎩᏓ ᏄᎵᏍᏔᏅᎢ.,<span class='cloze-target'>digageda</span> dasaladisgv uhlinigida nulstanv’i,[sound:Sentence_for_entry_1604.m4a],cloze sentence entry_1604
cloze_342.1_s1_w4,Cherokee Cloze Sentences,87,342.1,4,4,When something hit him in the eye‚ he shook his head.,ᎪᎱᏍᏗ ᎤᏩᏂᎳ ᎠᎦᏙᎵ‚ <span class='cloze-blank'>______</span>.,gohusdi uwahnila aktoli <span class='cloze-blank'>______</span>,ᎤᎵᏍᏛᏂᎸᎢ,ulsdvhnilv’i,ᎪᎱᏍᏗ ᎤᏩᏂᎳ ᎠᎦᏙᎵ‚ <span class='cloze-target'>ᎤᎵᏍᏛᏂᎸᎢ</span>.,gohusdi uwahnila aktoli <span class='cloze-target'>ulsdvhnilv’i</span>,[sound:Sentence_for_entry_0342.m4a],cloze sentence entry_342
